## [iView]
## Converted from:	C:\Users\Jessica\Desktop\Manip SMI\Tests\Oeil droit\subject-23.idf
## Date:	21.03.2017 17:15:00
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	126
## Uses Plane File:	False
## Number of Samples:	42160                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	participant                                                                                                                                                                                                                                                     
## Description:	experiment                                                                                                                                                                                                                                                      
## [Calibration]
## Calibration Type:	9-point
## Calibration Area:	1366	768
## Calibration Point 0:	Position(684;385)
## Calibration Point 1:	Position(68;38)
## Calibration Point 2:	Position(1300;38)
## Calibration Point 3:	Position(68;732)
## Calibration Point 4:	Position(1300;732)
## Calibration Point 5:	Position(68;385)
## Calibration Point 6:	Position(684;38)
## Calibration Point 7:	Position(1300;385)
## Calibration Point 8:	Position(684;732)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IRX0940001-1426
## Operating System :	6.1
## iView X Version:	2.8.26
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	R POR X [px]	R POR Y [px]	Frame	Aux1
534733591	SMP	20	821.90	389.12		
534736591	SMP	20	835.01	384.32		
534740590	SMP	20	831.95	384.67		
534744571	SMP	20	831.58	384.32		
534748582	SMP	20	832.23	384.45		
534752607	SMP	20	834.59	382.47		
534756576	SMP	20	836.23	380.97		
534760556	SMP	20	835.55	380.21		
534764581	SMP	20	838.65	382.09		
534768598	SMP	20	840.24	382.21		
534772573	SMP	20	841.62	380.17		
534776561	SMP	20	841.74	380.12		
534780584	SMP	20	840.61	379.69		
534784630	SMP	20	841.09	381.31		
534788587	SMP	20	842.46	380.67		
534792563	SMP	20	842.68	379.11		
534796572	SMP	20	843.03	379.64		
534800593	SMP	20	842.78	379.31		
534804570	SMP	20	843.44	379.50		
534808559	SMP	20	842.52	378.60		
534812576	SMP	20	842.68	377.36		
534816594	SMP	20	841.59	378.89		
534820570	SMP	20	841.65	379.51		
534824558	SMP	20	841.84	379.79		
534828807	SMP	20	841.55	378.65		
534832636	SMP	20	840.85	378.57		
534836579	SMP	20	841.04	377.90		
534840562	SMP	20	841.03	378.18		
534844564	SMP	20	842.53	378.61		
534848580	SMP	20	843.30	378.32		
534852605	SMP	20	844.34	376.32		
534856564	SMP	20	844.53	375.59		
534860558	SMP	20	846.11	373.14		
534864582	SMP	20	845.88	370.81		
534868622	SMP	20	846.33	371.52		
534872565	SMP	20	846.11	369.84		
534876557	SMP	20	847.07	370.29		
534880574	SMP	20	847.18	368.60		
534884568	SMP	20	846.60	366.96		
534888573	SMP	20	845.14	365.53		
534892566	SMP	20	844.51	365.45		
534896575	SMP	20	843.78	370.08		
534900567	SMP	20	842.91	373.91		
534904572	SMP	20	842.06	381.39		
534908575	SMP	20	843.59	484.34		
534912571	SMP	20	846.24	502.37		
534916550	SMP	20	850.93	552.34		
534920563	SMP	20	860.33	535.57		
534924559	SMP	20	859.01	614.62		
534928581	SMP	20	864.54	637.51		
534932576	SMP	20	871.47	659.43		
534936573	SMP	20	868.00	663.44		
534940563	SMP	20	870.62	660.86		
534944560	SMP	20	872.39	658.62		
534948580	SMP	20	874.87	652.53		
534952564	SMP	20	876.33	652.14		
534956561	SMP	20	878.08	654.11		
534960559	SMP	20	880.00	656.31		
534964570	SMP	20	880.92	657.62		
534968562	SMP	20	883.18	659.82		
534972557	SMP	20	883.24	659.52		
534976577	SMP	20	881.99	659.38		
534980572	SMP	20	883.87	658.43		
534984564	SMP	20	884.21	659.16		
534988569	SMP	20	885.04	660.29		
534992555	SMP	20	885.29	662.31		
534996569	SMP	20	885.40	662.44		
535000563	SMP	20	884.58	663.83		
535004574	SMP	20	883.82	663.90		
535008558	SMP	20	882.36	663.47		
535012571	SMP	20	881.54	663.04		
535016562	SMP	20	881.27	663.18		
535020554	SMP	20	880.99	663.37		
535024558	SMP	20	880.00	663.32		
535028645	SMP	20	879.29	663.66		
535032576	SMP	20	878.34	664.00		
535036588	SMP	20	877.71	664.47		
535040567	SMP	20	877.70	666.25		
535044556	SMP	20	877.32	665.76		
535048561	SMP	20	876.60	665.98		
535052563	SMP	20	877.50	666.89		
535056555	SMP	20	878.13	667.88		
535060552	SMP	20	877.73	668.74		
535064562	SMP	20	877.89	670.08		
535068555	SMP	20	878.97	670.96		
535072554	SMP	20	879.70	671.52		
535076549	SMP	20	880.36	673.15		
535080551	SMP	20	881.25	674.12		
535084576	SMP	20	881.78	674.47		
535088557	SMP	20	882.97	670.53		
535092553	SMP	20	885.10	634.48		
535096653	SMP	20	884.15	558.18		
535100549	SMP	20	882.77	501.28		
535104543	SMP	20	885.05	446.52		
535108572	SMP	20	884.67	403.68		
535112554	SMP	20	885.99	339.86		
535116548	SMP	20	886.56	302.67		
535120549	SMP	20	885.39	246.29		
535124570	SMP	20	890.77	222.05		
535128557	SMP	20	892.43	115.98		
535132597	SMP	20	888.77	126.01		
535136556	SMP	20	899.38	131.80		
535140582	SMP	20	896.17	133.39		
535144561	SMP	20	901.67	132.25		
535148551	SMP	20	902.99	127.07		
535152552	SMP	20	891.26	122.18		
535156567	SMP	20	885.44	127.44		
535160549	SMP	20	891.97	120.03		
535164588	SMP	20	899.13	119.54		
535168563	SMP	20	889.06	118.89		
535172565	SMP	20	886.31	118.00		
535176556	SMP	20	896.93	120.31		
535180557	SMP	20	896.13	116.81		
535184553	SMP	20	891.80	114.17		
535188572	SMP	20	889.42	112.20		
535192546	SMP	20	889.75	113.78		
535196555	SMP	20	894.55	111.22		
535200553	SMP	20	894.57	108.47		
535204568	SMP	20	895.78	106.77		
535208545	SMP	20	897.87	110.57		
535212563	SMP	20	898.78	108.28		
535216551	SMP	20	898.73	107.10		
535220572	SMP	20	900.48	107.54		
535224552	SMP	20	900.57	108.05		
535228549	SMP	20	900.95	111.19		
535232555	SMP	20	901.23	107.40		
535236567	SMP	20	903.06	108.37		
535240549	SMP	20	902.36	111.66		
535244538	SMP	20	903.21	110.69		
535248558	SMP	20	903.75	113.74		
535252551	SMP	20	902.94	113.84		
535256556	SMP	20	904.22	113.39		
535260548	SMP	20	902.45	112.32		
535264548	SMP	20	900.92	110.43		
535268546	SMP	20	900.94	109.45		
535272551	SMP	20	901.08	108.45		
535276544	SMP	20	902.11	107.36		
535280556	SMP	20	900.56	105.77		
535284614	SMP	20	899.98	104.37		
535288537	SMP	20	899.94	102.90		
535293960	SMP	20	900.73	103.51		
535296580	SMP	20	902.50	101.13		
535300535	SMP	20	904.74	100.81		
535304544	SMP	20	902.51	101.16		
535308535	SMP	20	906.09	101.26		
535312587	SMP	20	907.10	100.74		
535316567	SMP	20	906.46	99.59		
535320532	SMP	20	906.45	99.75		
535324537	SMP	20	906.22	99.03		
535328551	SMP	20	905.40	98.47		
535332583	SMP	20	907.17	100.57		
535336538	SMP	20	910.87	100.15		
535340537	SMP	20	912.32	99.69		
535344539	SMP	20	924.55	103.53		
535348576	SMP	20	967.45	104.73		
535352545	SMP	20	990.37	101.81		
535356544	SMP	20	1003.66	98.57		
535360541	SMP	20	1007.03	99.30		
535364550	SMP	20	1008.33	98.05		
535368543	SMP	20	1011.05	100.05		
535372538	SMP	20	999.31	100.02		
535376543	SMP	20	1001.04	102.59		
535380550	SMP	20	1003.04	100.96		
535384544	SMP	20	1006.12	101.03		
535388536	SMP	20	1008.54	101.00		
535392536	SMP	20	1006.28	101.97		
535396547	SMP	20	1005.46	100.29		
535400544	SMP	20	1005.36	102.07		
535404536	SMP	20	1004.73	103.95		
535408535	SMP	20	1004.12	103.98		
535412784	SMP	20	1002.69	103.63		
535416543	SMP	20	1004.81	103.43		
535420525	SMP	20	1005.03	101.11		
535424554	SMP	20	1007.33	102.74		
535428557	SMP	20	1008.26	102.83		
535432541	SMP	20	1007.86	99.86		
535436555	SMP	20	1008.42	99.12		
535440537	SMP	20	1011.47	99.10		
535444535	SMP	20	1012.40	98.37		
535448534	SMP	20	1014.69	98.20		
535452561	SMP	20	1014.57	99.41		
535456582	SMP	20	1015.69	96.99		
535460544	SMP	20	1017.04	97.28		
535464531	SMP	20	1016.01	98.39		
535468579	SMP	20	1015.91	97.78		
535472545	SMP	20	1017.50	96.34		
535476524	SMP	20	1019.75	98.05		
535480527	SMP	20	1018.58	98.26		
535484579	SMP	20	1019.15	98.76		
535488547	SMP	20	1017.70	97.80		
535492533	SMP	20	1019.13	97.92		
535496530	SMP	20	1021.56	99.16		
535500554	SMP	20	1022.08	96.46		
535504539	SMP	20	1017.22	99.93		
535508534	SMP	20	984.16	103.01		
535512560	SMP	20	956.11	110.79		
535516556	SMP	20	929.31	114.22		
535520537	SMP	20	874.67	118.68		
535524532	SMP	20	854.75	118.72		
535528525	SMP	20	812.75	124.76		
535532560	SMP	20	785.77	125.99		
535536577	SMP	20	772.29	131.43		
535540541	SMP	20	767.73	131.94		
535544527	SMP	20	778.13	133.66		
535548538	SMP	20	799.09	135.50		
535552558	SMP	20	789.07	135.90		
535556532	SMP	20	790.33	135.37		
535560521	SMP	20	788.72	136.03		
535564553	SMP	20	785.75	136.08		
535568562	SMP	20	779.91	135.60		
535572553	SMP	20	783.01	135.65		
535576522	SMP	20	780.60	134.65		
535580536	SMP	20	782.39	133.45		
535584636	SMP	20	784.91	132.55		
535588530	SMP	20	781.15	132.59		
535592518	SMP	20	779.43	131.27		
535596502	SMP	20	777.07	131.99		
535600549	SMP	20	776.88	131.93		
535604546	SMP	20	774.56	131.88		
535608514	SMP	20	773.36	132.16		
535612632	SMP	20	775.16	133.70		
535616543	SMP	20	774.33	134.09		
535620551	SMP	20	774.44	134.05		
535624519	SMP	20	772.99	137.02		
535628535	SMP	20	773.44	139.47		
535632541	SMP	20	774.22	141.51		
535636555	SMP	20	773.11	142.07		
535640518	SMP	20	772.74	142.67		
535644521	SMP	20	770.42	143.19		
535648535	SMP	20	769.53	143.62		
535652549	SMP	20	767.25	144.32		
535656556	SMP	20	766.06	143.04		
535660521	SMP	20	765.54	144.16		
535664525	SMP	20	764.71	143.35		
535668541	SMP	20	764.56	142.53		
535672526	SMP	20	762.74	140.72		
535676518	SMP	20	762.41	138.64		
535680533	SMP	20	763.75	137.62		
535684530	SMP	20	765.13	135.95		
535688529	SMP	20	765.45	136.11		
535692525	SMP	20	765.51	136.09		
535696542	SMP	20	767.40	136.57		
535700526	SMP	20	768.85	137.27		
535704545	SMP	20	770.54	136.42		
535708534	SMP	20	770.62	137.40		
535712526	SMP	20	770.70	137.91		
535716542	SMP	20	772.87	137.87		
535720435	SMP	20	773.29	139.31		
535724536	SMP	20	772.99	138.68		
535728526	SMP	20	772.55	139.81		
535732525	SMP	20	772.23	139.29		
535736463	SMP	20	771.58	139.80		
535740552	SMP	20	771.09	139.97		
535744526	SMP	20	770.53	140.09		
535748536	SMP	20	769.68	141.19		
535752514	SMP	20	769.67	139.18		
535756541	SMP	20	770.58	139.09		
535760522	SMP	20	769.60	139.79		
535764533	SMP	20	769.66	139.02		
535768511	SMP	20	769.65	138.85		
535772535	SMP	20	768.90	138.69		
535776521	SMP	20	769.88	138.55		
535780531	SMP	20	769.91	137.17		
535784534	SMP	20	770.06	136.27		
535788603	SMP	20	768.73	134.64		
535792510	SMP	20	766.00	134.62		
535796550	SMP	20	767.82	136.14		
535800517	SMP	20	768.20	135.15		
535804515	SMP	20	770.06	134.21		
535808542	SMP	20	769.42	133.85		
535812521	SMP	20	771.29	135.54		
535816518	SMP	20	777.52	135.82		
535820513	SMP	20	803.39	135.68		
535824534	SMP	20	833.78	136.21		
535828537	SMP	20	845.22	134.77		
535832530	SMP	20	852.45	133.94		
535836525	SMP	20	861.86	131.35		
535840542	SMP	20	867.62	129.12		
535844555	SMP	20	868.08	127.56		
535848523	SMP	20	867.34	123.67		
535852501	SMP	20	864.59	120.60		
535856519	SMP	20	865.11	118.19		
535860533	SMP	20	868.96	117.47		
535864515	SMP	20	869.01	113.29		
535868515	SMP	20	870.32	111.45		
535872513	SMP	20	872.04	111.95		
535876578	SMP	20	874.83	110.51		
535880516	SMP	20	875.33	110.57		
535884513	SMP	20	874.83	110.43		
535888515	SMP	20	876.35	111.31		
535892536	SMP	20	882.04	112.50		
535896531	SMP	20	879.92	113.86		
535900522	SMP	20	883.83	114.94		
535904516	SMP	20	885.27	115.47		
535908575	SMP	20	886.57	117.85		
535912518	SMP	20	887.46	119.28		
535916515	SMP	20	889.08	120.66		
535920513	SMP	20	889.27	121.73		
535924539	SMP	20	889.60	122.87		
535928517	SMP	20	890.41	124.12		
535932521	SMP	20	891.71	125.17		
535936516	SMP	20	890.09	125.02		
535940540	SMP	20	890.25	125.19		
535944382	SMP	20	889.86	126.04		
535948529	SMP	20	889.05	125.84		
535952522	SMP	20	889.91	125.05		
535956514	SMP	20	890.32	124.97		
535960517	SMP	20	892.32	123.92		
535964522	SMP	20	893.83	124.42		
535968539	SMP	20	890.94	122.73		
535972527	SMP	20	890.65	123.18		
535976386	SMP	20	891.36	121.85		
535980523	SMP	20	891.17	119.71		
535984534	SMP	20	891.48	119.13		
535988523	SMP	20	891.25	117.52		
535992395	SMP	20	891.51	116.30		
535996537	SMP	20	890.63	115.45		
536000520	SMP	20	889.32	115.96		
536004512	SMP	20	900.42	120.31		
536008387	SMP	20	935.08	119.00		
536012509	SMP	20	934.42	116.44		
536016522	SMP	20	960.72	122.08		
536020514	SMP	20	944.46	119.88		
536024391	SMP	20	955.31	123.99		
536028522	SMP	20	946.85	120.92		
536032534	SMP	20	952.65	128.88		
536036515	SMP	20	949.94	127.81		
536040480	SMP	20	949.78	129.85		
536044523	SMP	20	952.60	128.27		
536048521	SMP	20	953.18	128.82		
536052511	SMP	20	953.92	130.96		
536056370	SMP	20	954.11	130.52		
536060522	SMP	20	953.93	130.60		
536064525	SMP	20	956.08	131.88		
536068510	SMP	20	955.47	131.02		
536072370	SMP	20	958.93	132.80		
536076532	SMP	20	955.97	131.70		
536080525	SMP	20	959.33	132.36		
536084510	SMP	20	958.92	131.64		
536085637	MSG	20	# Message: Le sujet a repondu
536088369	SMP	20	960.93	132.57		
536092527	SMP	20	959.79	131.75		
536096530	SMP	20	960.64	131.35		
536100518	SMP	20	962.52	131.85		
536104376	SMP	20	961.00	130.96		
536108522	SMP	20	959.57	131.88		
536112508	SMP	20	960.06	131.25		
536116513	SMP	20	958.83	130.44		
536120374	SMP	20	961.41	131.66		
536124580	SMP	20	959.75	129.39		
536128532	SMP	20	961.25	131.23		
536132526	SMP	20	961.52	129.68		
536136378	SMP	20	963.53	129.86		
536140522	SMP	20	961.48	126.97		
536144381	SMP	20	962.37	126.65		
536148388	SMP	20	966.99	128.15		
536152376	SMP	20	967.87	125.87		
536156428	SMP	20	971.51	124.01		
536160391	SMP	20	971.73	127.08		
536164233	MSG	20	# Message: stop_trial  distractor 3 tgt_hor 262 tgt_vert -262 cor_resp 1 sub_resp 1 tim_resp 1408
538008186	SMP	21	669.95	397.03		
538008494	MSG	21	# Message: Starting wait for fixation period
538009061	MSG	21	# Message: stop_fixation
538009080	MSG	21	# Message: start_trial 14 C:\Users\Jessica\Desktop\Manip SMI\Images_finales\mtemo43.png
538012196	SMP	21	670.53	398.13		
538016204	SMP	21	669.82	395.05		
538020160	SMP	21	669.59	397.45		
538024161	SMP	21	670.19	398.44		
538028181	SMP	21	669.99	400.39		
538032272	SMP	21	669.86	400.92		
538036173	SMP	21	669.96	402.40		
538040165	SMP	21	669.53	402.73		
538044163	SMP	21	669.48	405.50		
538048166	SMP	21	668.33	406.03		
538052199	SMP	21	669.03	408.08		
538056159	SMP	21	667.89	407.83		
538060156	SMP	21	667.73	409.05		
538064163	SMP	21	667.51	408.43		
538068170	SMP	21	667.88	408.37		
538072162	SMP	21	667.37	406.77		
538076160	SMP	21	667.50	407.63		
538080162	SMP	21	666.84	408.23		
538084167	SMP	21	666.62	408.76		
538088159	SMP	21	666.44	409.30		
538092222	SMP	21	665.40	410.66		
538096155	SMP	21	664.63	408.65		
538102410	SMP	21	664.17	410.35		
538104503	SMP	21	663.20	408.87		
538108175	SMP	21	662.07	408.70		
538112154	SMP	21	661.19	407.48		
538116172	SMP	21	659.80	407.72		
538120162	SMP	21	659.23	407.69		
538124177	SMP	21	659.23	408.03		
538128160	SMP	21	658.65	408.46		
538132171	SMP	21	657.97	399.99		
538136168	SMP	21	657.75	402.94		
538140182	SMP	21	657.87	405.01		
538144156	SMP	21	656.44	403.98		
538148155	SMP	21	656.11	404.39		
538152198	SMP	21	656.03	401.82		
538156180	SMP	21	655.96	402.76		
538160150	SMP	21	656.94	399.18		
538164155	SMP	21	656.78	399.29		
538168167	SMP	21	656.04	399.37		
538172158	SMP	21	657.18	397.85		
538176157	SMP	21	656.92	397.49		
538180153	SMP	21	658.10	396.37		
538184167	SMP	21	656.13	397.82		
538188161	SMP	21	653.09	399.41		
538192158	SMP	21	625.99	396.20		
538196154	SMP	21	573.33	397.64		
538200164	SMP	21	546.23	400.19		
538204153	SMP	21	516.06	393.79		
538208156	SMP	21	468.84	394.74		
538212151	SMP	21	437.22	390.23		
538216164	SMP	21	420.17	387.72		
538220166	SMP	21	399.12	388.70		
538224153	SMP	21	395.94	386.67		
538228135	SMP	21	400.85	381.49		
538232525	SMP	21	401.19	380.10		
538236174	SMP	21	401.93	381.81		
538240143	SMP	21	400.01	377.57		
538244172	SMP	21	398.97	374.32		
538248155	SMP	21	399.61	377.58		
538252164	SMP	21	397.19	375.81		
538256145	SMP	21	397.03	373.85		
538260168	SMP	21	396.34	373.48		
538264152	SMP	21	398.04	375.60		
538268159	SMP	21	399.14	376.59		
538272140	SMP	21	398.93	377.14		
538276256	SMP	21	398.76	374.46		
538280159	SMP	21	399.82	375.82		
538284149	SMP	21	400.06	378.49		
538288166	SMP	21	400.58	379.96		
538292173	SMP	21	401.16	379.96		
538296152	SMP	21	401.65	382.77		
538300160	SMP	21	401.07	382.16		
538304143	SMP	21	400.39	387.61		
538308166	SMP	21	400.07	383.75		
538312156	SMP	21	398.57	387.69		
538316110	SMP	21	397.16	385.75		
538320144	SMP	21	396.27	391.49		
538324176	SMP	21	394.08	391.98		
538328170	SMP	21	393.62	385.73		
538332252	SMP	21	391.77	390.67		
538336148	SMP	21	390.10	394.01		
538340177	SMP	21	389.16	380.34		
538344164	SMP	21	384.70	391.15		
538348148	SMP	21	384.44	390.74		
538352143	SMP	21	383.28	392.14		
538356166	SMP	21	383.72	393.21		
538360149	SMP	21	383.47	390.97		
538364144	SMP	21	384.52	391.81		
538368139	SMP	21	385.37	396.21		
538372170	SMP	21	384.92	396.90		
538376163	SMP	21	386.20	397.91		
538380148	SMP	21	386.69	396.02		
538384141	SMP	21	386.06	399.17		
538388165	SMP	21	386.93	397.94		
538392147	SMP	21	387.29	399.44		
538396142	SMP	21	387.04	399.61		
538400139	SMP	21	386.51	410.67		
538404160	SMP	21	390.77	446.94		
538408157	SMP	21	396.11	489.57		
538412151	SMP	21	404.73	543.35		
538416153	SMP	21	405.45	588.76		
538420140	SMP	21	413.41	595.65		
538424172	SMP	21	421.94	595.17		
538428160	SMP	21	425.72	589.13		
538432136	SMP	21	427.01	586.87		
538436150	SMP	21	427.55	580.07		
538440169	SMP	21	430.35	585.77		
538444147	SMP	21	431.27	588.86		
538448135	SMP	21	432.28	590.77		
538452147	SMP	21	433.78	593.22		
538456168	SMP	21	434.31	594.74		
538460146	SMP	21	434.88	595.44		
538464152	SMP	21	435.25	595.54		
538468142	SMP	21	434.73	597.10		
538472131	SMP	21	434.12	599.43		
538476143	SMP	21	434.18	599.27		
538480141	SMP	21	434.10	600.42		
538484146	SMP	21	433.59	601.46		
538488140	SMP	21	433.21	601.43		
538492146	SMP	21	433.41	601.09		
538496142	SMP	21	432.96	600.02		
538500143	SMP	21	432.41	598.66		
538504140	SMP	21	430.68	598.31		
538508138	SMP	21	429.07	596.03		
538512158	SMP	21	428.25	594.16		
538516157	SMP	21	427.89	591.75		
538520146	SMP	21	426.65	590.35		
538524138	SMP	21	425.30	589.73		
538528139	SMP	21	425.03	589.75		
538532173	SMP	21	424.75	589.23		
538536168	SMP	21	424.89	589.32		
538540145	SMP	21	424.80	588.63		
538544129	SMP	21	425.13	588.84		
538548159	SMP	21	426.63	587.70		
538552157	SMP	21	428.36	588.38		
538556139	SMP	21	428.70	587.08		
538560128	SMP	21	429.41	589.13		
538564157	SMP	21	432.06	588.55		
538568152	SMP	21	437.63	588.98		
538572147	SMP	21	463.15	587.78		
538576129	SMP	21	507.70	579.85		
538580148	SMP	21	550.73	579.35		
538584151	SMP	21	590.24	564.96		
538588137	SMP	21	617.30	549.91		
538592122	SMP	21	668.83	516.69		
538596142	SMP	21	704.31	502.34		
538600168	SMP	21	753.30	492.15		
538604130	SMP	21	775.57	485.81		
538608127	SMP	21	798.69	484.21		
538612132	SMP	21	854.72	484.72		
538616185	SMP	21	876.37	489.52		
538620139	SMP	21	906.92	485.88		
538624122	SMP	21	940.71	485.60		
538628141	SMP	21	960.84	486.97		
538632160	SMP	21	972.01	483.40		
538636168	SMP	21	980.11	478.72		
538640122	SMP	21	984.89	476.49		
538644125	SMP	21	986.61	475.25		
538648148	SMP	21	986.22	473.83		
538652220	SMP	21	990.50	475.53		
538656127	SMP	21	990.95	475.10		
538661490	SMP	21	992.49	473.42		
538664177	SMP	21	992.40	472.21		
538668152	SMP	21	994.60	471.27		
538672125	SMP	21	995.43	470.63		
538676126	SMP	21	996.15	470.71		
538680152	SMP	21	996.28	472.34		
538684147	SMP	21	995.84	471.76		
538688122	SMP	21	995.94	473.04		
538692125	SMP	21	997.20	474.01		
538696153	SMP	21	997.19	474.96		
538700150	SMP	21	998.22	474.64		
538704120	SMP	21	998.60	474.96		
538708122	SMP	21	999.16	474.97		
538712151	SMP	21	1000.05	474.46		
538716390	SMP	21	1001.10	474.61		
538720127	SMP	21	1001.71	474.76		
538724116	SMP	21	1002.88	474.23		
538728148	SMP	21	1004.11	474.13		
538732149	SMP	21	1004.77	473.73		
538736128	SMP	21	1004.78	473.23		
538740128	SMP	21	1005.18	469.91		
538744141	SMP	21	1005.31	468.02		
538748154	SMP	21	1005.26	467.61		
538752003	SMP	21	1005.59	465.39		
538756125	SMP	21	1005.92	465.42		
538760126	SMP	21	1005.97	466.24		
538764151	SMP	21	1006.67	464.44		
538768130	SMP	21	1006.82	464.30		
538772125	SMP	21	1006.48	464.86		
538776144	SMP	21	1006.29	462.73		
538780142	SMP	21	1006.46	462.87		
538784172	SMP	21	1005.85	463.94		
538788131	SMP	21	1004.60	464.75		
538792138	SMP	21	1004.66	465.19		
538796174	SMP	21	1004.10	466.51		
538800011	SMP	21	1003.07	466.12		
538804123	SMP	21	1002.60	466.72		
538808121	SMP	21	1001.91	467.56		
538812123	SMP	21	1000.67	467.76		
538816154	SMP	21	1000.36	468.06		
538820133	SMP	21	1000.01	468.64		
538824124	SMP	21	999.62	468.40		
538828134	SMP	21	999.09	468.24		
538832008	SMP	21	999.04	468.16		
538836135	SMP	21	997.38	468.26		
538840139	SMP	21	996.62	468.40		
538844142	SMP	21	996.10	469.05		
538847987	SMP	21	994.88	469.11		
538852143	SMP	21	993.05	469.24		
538856126	SMP	21	993.09	470.65		
538860122	SMP	21	992.27	471.84		
538863986	SMP	21	992.44	471.53		
538868148	SMP	21	992.14	472.09		
538872127	SMP	21	992.13	472.93		
538876121	SMP	21	991.73	473.22		
538879988	SMP	21	992.50	473.54		
538884161	SMP	21	991.58	474.96		
538888128	SMP	21	990.00	477.51		
538892120	SMP	21	989.63	523.69		
538895991	SMP	21	989.96	565.88		
538900069	SMP	21	988.66	580.29		
538904124	SMP	21	987.86	606.30		
538908138	SMP	21	985.36	622.53		
538912113	SMP	21	981.78	635.04		
538916183	SMP	21	975.43	635.67		
538920138	SMP	21	971.95	621.73		
538924116	SMP	21	967.97	622.34		
538927987	SMP	21	966.00	606.58		
538932152	SMP	21	963.88	622.05		
538936145	SMP	21	962.30	626.57		
538940121	SMP	21	961.24	630.72		
538943981	SMP	21	960.30	629.62		
538948139	SMP	21	957.95	630.62		
538952140	SMP	21	957.02	633.83		
538956127	SMP	21	956.81	630.49		
538959990	SMP	21	956.91	631.17		
538964137	SMP	21	957.19	633.26		
538968158	SMP	21	957.68	634.52		
538972131	SMP	21	957.54	636.05		
538975981	SMP	21	957.37	637.24		
538980014	SMP	21	956.89	637.39		
538984011	SMP	21	956.32	638.08		
538987995	SMP	21	955.68	638.30		
538991978	SMP	21	955.70	633.66		
538996016	SMP	21	954.22	632.02		
539000029	SMP	21	953.72	635.22		
539003997	SMP	21	952.73	633.02		
539007984	SMP	21	952.37	634.91		
539012011	SMP	21	951.49	636.63		
539015995	SMP	21	951.42	630.96		
539020004	SMP	21	950.55	633.25		
539023985	SMP	21	950.64	633.97		
539027996	SMP	21	949.93	629.12		
539031986	SMP	21	949.62	628.76		
539035989	SMP	21	949.59	629.68		
539040132	SMP	21	950.46	629.14		
539043998	SMP	21	950.75	625.90		
539047988	SMP	21	951.29	629.23		
539051997	SMP	21	951.59	627.93		
539056001	SMP	21	952.57	626.16		
539059990	SMP	21	952.36	624.64		
539063985	SMP	21	953.29	624.33		
539067996	SMP	21	953.80	622.54		
539072001	SMP	21	955.20	624.77		
539076009	SMP	21	956.05	627.43		
539079989	SMP	21	957.14	628.88		
539083998	SMP	21	958.44	627.10		
539088010	SMP	21	958.66	634.29		
539092000	SMP	21	957.44	637.99		
539095987	SMP	21	949.29	643.86		
539100003	SMP	21	933.34	644.52		
539103989	SMP	21	914.67	651.44		
539107993	SMP	21	902.28	648.23		
539111987	SMP	21	894.13	639.40		
539115989	SMP	21	890.47	641.19		
539119997	SMP	21	890.66	655.77		
539123983	SMP	21	888.78	646.89		
539127995	SMP	21	888.84	657.06		
539131988	SMP	21	887.27	657.64		
539136002	SMP	21	887.11	662.72		
539139983	SMP	21	884.97	664.19		
539143983	SMP	21	883.75	665.33		
539147982	SMP	21	883.42	668.67		
539152000	SMP	21	884.15	667.90		
539155997	SMP	21	884.76	669.69		
539159986	SMP	21	885.71	662.89		
539163984	SMP	21	886.12	671.11		
539167985	SMP	21	886.99	673.22		
539171991	SMP	21	887.50	670.02		
539175987	SMP	21	888.67	675.36		
539179984	SMP	21	889.27	674.67		
539184000	SMP	21	889.97	673.83		
539187987	SMP	21	889.84	671.52		
539191979	SMP	21	890.36	670.83		
539195980	SMP	21	889.63	672.96		
539200026	SMP	21	889.37	670.65		
539203992	SMP	21	889.09	671.84		
539207978	SMP	21	889.20	670.36		
539211979	SMP	21	887.93	669.17		
539215984	SMP	21	888.10	665.04		
539220015	SMP	21	888.23	662.55		
539223984	SMP	21	886.45	616.53		
539227998	SMP	21	888.54	542.56		
539231992	SMP	21	890.55	491.35		
539235996	SMP	21	894.27	427.64		
539239983	SMP	21	900.36	370.18		
539243975	SMP	21	896.33	335.22		
539247989	SMP	21	898.92	291.21		
539251994	SMP	21	901.17	225.20		
539255986	SMP	21	877.70	187.03		
539259976	SMP	21	883.74	147.62		
539263986	SMP	21	848.95	134.04		
539267989	SMP	21	845.63	119.09		
539271984	SMP	21	842.81	122.23		
539276005	SMP	21	849.54	120.48		
539279993	SMP	21	859.11	113.31		
539283974	SMP	21	856.96	110.16		
539287987	SMP	21	861.28	108.16		
539291977	SMP	21	859.35	106.84		
539295971	SMP	21	866.00	104.15		
539300034	SMP	21	865.54	102.49		
539303994	SMP	21	862.10	99.53		
539307982	SMP	21	867.32	97.35		
539311966	SMP	21	868.18	95.68		
539316000	SMP	21	869.68	96.47		
